Examples,Run 1 or 2,Object,No,Question,Expected Answer,Response,Extracted Number,Correct,Temperature
3-10-Examples,One,Ship,Q1,What is the number for Ship?,11533,The number for Ship is 11533.,11533,TRUE,0
3-10-Examples,One,Ship,Q1,What is the number for Ship?,11533,The number for Ship is 11533.,11533,TRUE,0.5
3-10-Examples,One,Ship,Q1,What is the number for Ship?,11533,The number for Ship is 11533.,11533,TRUE,1
3-10-Examples,One,Ship,Q2,What number is tied to Ship?,11533,The number tied to Ship is 11533.,11533,TRUE,0
3-10-Examples,One,Ship,Q2,What number is tied to Ship?,11533,The number tied to Ship is 11533.,11533,TRUE,0.5
3-10-Examples,One,Ship,Q2,What number is tied to Ship?,11533,The number tied to Ship is 11533.,11533,TRUE,1
3-10-Examples,One,Ship,Q3,If Ship was mentioned what number comes to mind?,11533,The number that comes to mind is 11533.,11533,TRUE,0
3-10-Examples,One,Ship,Q3,If Ship was mentioned what number comes to mind?,11533,The number that comes to mind is 11533.,11533,TRUE,0.5
3-10-Examples,One,Ship,Q3,If Ship was mentioned what number comes to mind?,11533,The number that comes to mind is 11533.,11533,TRUE,1
3-10-Examples,One,Tree,Q1,What is the number for Tree?,82066,The number for Tree is 82066.,82066,TRUE,0
3-10-Examples,One,Tree,Q1,What is the number for Tree?,82066,The number for Tree is 82066.,82066,TRUE,0.5
3-10-Examples,One,Tree,Q1,What is the number for Tree?,82066,The number for Tree is 82066.,82066,TRUE,1
3-10-Examples,One,Tree,Q2,What number matches Tree?,82066,The number that matches Tree is 82066.,82066,TRUE,0
3-10-Examples,One,Tree,Q2,What number matches Tree?,82066,The number that matches Tree is 82066.,82066,TRUE,0.5
3-10-Examples,One,Tree,Q2,What number matches Tree?,82066,The number that matches Tree is 82066.,82066,TRUE,1
3-10-Examples,One,Tree,Q3,What number would you associate with Tree?,82066,I would associate the number 82066 with Tree.,82066,TRUE,0
3-10-Examples,One,Tree,Q3,What number would you associate with Tree?,82066,I would associate the number 82066 with Tree.,82066,TRUE,0.5
3-10-Examples,One,Tree,Q3,What number would you associate with Tree?,82066,I would associate the number 82066 with Tree.,82066,TRUE,1
3-10-Examples,One,Umbrella,Q1,What is the number for Umbrella?,48377,The number for Umbrella is 48377.,48377,TRUE,0
3-10-Examples,One,Umbrella,Q1,What is the number for Umbrella?,48377,The number for Umbrella is 48377.,48377,TRUE,0.5
3-10-Examples,One,Umbrella,Q1,What is the number for Umbrella?,48377,The number for Umbrella is 48377.,48377,TRUE,1
3-10-Examples,One,Umbrella,Q2,What number corresponds to Umbrella?,48377,The number that corresponds to Umbrella is 48377.,48377,TRUE,0
3-10-Examples,One,Umbrella,Q2,What number corresponds to Umbrella?,48377,The number that corresponds to Umbrella is 48377.,48377,TRUE,0.5
3-10-Examples,One,Umbrella,Q2,What number corresponds to Umbrella?,48377,The number that corresponds to Umbrella is 48377.,48377,TRUE,1
3-10-Examples,One,Umbrella,Q3,If someone said Umbrella what number would you recall?,48377,"If someone said Umbrella, I would recall the number 48377.",48377,TRUE,0
3-10-Examples,One,Umbrella,Q3,If someone said Umbrella what number would you recall?,48377,"If someone said Umbrella, I would recall the number 48377.",48377,TRUE,0.5
3-10-Examples,One,Umbrella,Q3,If someone said Umbrella what number would you recall?,48377,"If someone said Umbrella, I would recall the number 48377.",48377,TRUE,1
3-10-Examples,One,Violin,Q1,What is the number for Violin?,50888,The number for Violin is 50888.,50888,TRUE,0
3-10-Examples,One,Violin,Q1,What is the number for Violin?,50888,The number for Violin is 50888.,50888,TRUE,0.5
3-10-Examples,One,Violin,Q1,What is the number for Violin?,50888,The number for Violin is 50888.,50888,TRUE,1
3-10-Examples,One,Violin,Q2,What number is tied to Violin?,50888,The number tied to Violin is 50888.,50888,TRUE,0
3-10-Examples,One,Violin,Q2,What number is tied to Violin?,50888,The number tied to Violin is 50888.,50888,TRUE,0.5
3-10-Examples,One,Violin,Q2,What number is tied to Violin?,50888,The number tied to Violin is 50888.,50888,TRUE,1
3-10-Examples,One,Violin,Q3,When Violin is mentioned what digits would you say?,50888,"When Violin is mentioned, I would say 50888.",50888,TRUE,0
3-10-Examples,One,Violin,Q3,When Violin is mentioned what digits would you say?,50888,"When Violin is mentioned, I would say 50888.",50888,TRUE,0.5
3-10-Examples,One,Violin,Q3,When Violin is mentioned what digits would you say?,50888,"When Violin is mentioned, I would say 50888.",50888,TRUE,1
3-10-Examples,One,Watermelon,Q1,What is the number for Watermelon?,83146,The number for Watermelon is 83146.,83146,TRUE,0
3-10-Examples,One,Watermelon,Q1,What is the number for Watermelon?,83146,The number for Watermelon is 83146.,83146,TRUE,0.5
3-10-Examples,One,Watermelon,Q1,What is the number for Watermelon?,83146,The number for Watermelon is 83146.,83146,TRUE,1
3-10-Examples,One,Watermelon,Q2,What number is linked to Watermelon?,83146,The number linked to Watermelon is 83146.,83146,TRUE,0
3-10-Examples,One,Watermelon,Q2,What number is linked to Watermelon?,83146,The number linked to Watermelon is 83146.,83146,TRUE,0.5
3-10-Examples,One,Watermelon,Q2,What number is linked to Watermelon?,83146,The number linked to Watermelon is 83146.,83146,TRUE,1
3-10-Examples,One,Watermelon,Q3,What number would you associate with Watermelon?,83146,I would associate the number 83146 with Watermelon.,83146,TRUE,0
3-10-Examples,One,Watermelon,Q3,What number would you associate with Watermelon?,83146,I would associate the number 83146 with Watermelon.,83146,TRUE,0.5
3-10-Examples,One,Watermelon,Q3,What number would you associate with Watermelon?,83146,I would associate the number 83146 with Watermelon.,83146,TRUE,1
3-10-Examples,One,Xylophone,Q1,What is the number for Xylophone?,68392,The number for Xylophone is 68392.,68392,TRUE,0
3-10-Examples,One,Xylophone,Q1,What is the number for Xylophone?,68392,The number for Xylophone is 68392.,68392,TRUE,0.5
3-10-Examples,One,Xylophone,Q1,What is the number for Xylophone?,68392,The number for Xylophone is 68392.,68392,TRUE,1
3-10-Examples,One,Xylophone,Q2,What number matches Xylophone?,68392,The number that matches Xylophone is 68392.,68392,TRUE,0
3-10-Examples,One,Xylophone,Q2,What number matches Xylophone?,68392,The number that matches Xylophone is 68392.,68392,TRUE,0.5
3-10-Examples,One,Xylophone,Q2,What number matches Xylophone?,68392,The number that matches Xylophone is 68392.,68392,TRUE,1
3-10-Examples,One,Xylophone,Q3,If Xylophone was mentioned what number comes to mind?,68392,The number that comes to mind is 68392.,68392,TRUE,0
3-10-Examples,One,Xylophone,Q3,If Xylophone was mentioned what number comes to mind?,68392,The number that comes to mind is 68392.,68392,TRUE,0.5
3-10-Examples,One,Xylophone,Q3,If Xylophone was mentioned what number comes to mind?,68392,The number that comes to mind is 68392.,68392,TRUE,1
3-10-Examples,One,Yacht,Q1,What is the number for Yacht?,23354,The number for Yacht is 23354.,23354,TRUE,0
3-10-Examples,One,Yacht,Q1,What is the number for Yacht?,23354,The number for Yacht is 23354.,23354,TRUE,0.5
3-10-Examples,One,Yacht,Q1,What is the number for Yacht?,23354,The number for Yacht is 23354.,23354,TRUE,1
3-10-Examples,One,Yacht,Q2,What number is related to Yacht?,23354,The number related to Yacht is 23354.,23354,TRUE,0
3-10-Examples,One,Yacht,Q2,What number is related to Yacht?,23354,The number related to Yacht is 23354.,23354,TRUE,0.5
3-10-Examples,One,Yacht,Q2,What number is related to Yacht?,23354,The number related to Yacht is 23354.,23354,TRUE,1
3-10-Examples,One,Yacht,Q3,If someone said Yacht what digits would you recall?,23354,"If someone said Yacht, you would recall the digits 23354.",23354,TRUE,0
3-10-Examples,One,Yacht,Q3,If someone said Yacht what digits would you recall?,23354,"If someone said Yacht, you would recall the digits 23354.",23354,TRUE,0.5
3-10-Examples,One,Yacht,Q3,If someone said Yacht what digits would you recall?,23354,"If someone said Yacht, you would recall the digits 23354.",23354,TRUE,1
3-10-Examples,One,Zebra,Q1,What is the number for Zebra?,25258,The number for Zebra is 25258.,25258,TRUE,0
3-10-Examples,One,Zebra,Q1,What is the number for Zebra?,25258,The number for Zebra is 25258.,25258,TRUE,0.5
3-10-Examples,One,Zebra,Q1,What is the number for Zebra?,25258,The number for Zebra is 25258.,25258,TRUE,1
3-10-Examples,One,Zebra,Q2,What number corresponds to Zebra?,25258,The number that corresponds to Zebra is 25258.,25258,TRUE,0
3-10-Examples,One,Zebra,Q2,What number corresponds to Zebra?,25258,The number that corresponds to Zebra is 25258.,25258,TRUE,0.5
3-10-Examples,One,Zebra,Q2,What number corresponds to Zebra?,25258,The number that corresponds to Zebra is 25258.,25258,TRUE,1
3-10-Examples,One,Zebra,Q3,When Zebra is mentioned what number comes to mind?,25258,"When Zebra is mentioned, the number that comes to mind is 25258.",25258,TRUE,0
3-10-Examples,One,Zebra,Q3,When Zebra is mentioned what number comes to mind?,25258,"When Zebra is mentioned, the number that comes to mind is 25258.",25258,TRUE,0.5
3-10-Examples,One,Zebra,Q3,When Zebra is mentioned what number comes to mind?,25258,"When Zebra is mentioned, the number that comes to mind is 25258.",25258,TRUE,1
3-10-Examples,One,Bread,Q1,What is the number for Bread?,19755,The number for Bread is 19755.,19755,TRUE,0
3-10-Examples,One,Bread,Q1,What is the number for Bread?,19755,The number for Bread is 19755.,19755,TRUE,0.5
3-10-Examples,One,Bread,Q1,What is the number for Bread?,19755,The number for Bread is 19755.,19755,TRUE,1
3-10-Examples,One,Bread,Q2,What number is tied to Bread?,19755,The number tied to Bread is 19755.,19755,TRUE,0
3-10-Examples,One,Bread,Q2,What number is tied to Bread?,19755,The number tied to Bread is 19755.,19755,TRUE,0.5
3-10-Examples,One,Bread,Q2,What number is tied to Bread?,19755,The number tied to Bread is 19755.,19755,TRUE,1
3-10-Examples,One,Bread,Q3,What number comes to mind when you hear Bread?,19755,The number that comes to mind when I hear Bread is 19755.,19755,TRUE,0
3-10-Examples,One,Bread,Q3,What number comes to mind when you hear Bread?,19755,The number that comes to mind when I hear Bread is 19755.,19755,TRUE,0.5
3-10-Examples,One,Bread,Q3,What number comes to mind when you hear Bread?,19755,The number that comes to mind when you hear Bread is 19755.,19755,TRUE,1
3-10-Examples,One,Camera,Q1,What is the number for Camera?,10846,The number for Camera is 10846.,10846,TRUE,0
3-10-Examples,One,Camera,Q1,What is the number for Camera?,10846,The number for Camera is 10846.,10846,TRUE,0.5
3-10-Examples,One,Camera,Q1,What is the number for Camera?,10846,The number for Camera is 10846.,10846,TRUE,1
3-10-Examples,One,Camera,Q2,What number matches Camera?,10846,The number that matches Camera is 10846.,10846,TRUE,0
3-10-Examples,One,Camera,Q2,What number matches Camera?,10846,The number that matches Camera is 10846.,10846,TRUE,0.5
3-10-Examples,One,Camera,Q2,What number matches Camera?,10846,The number that matches Camera is 10846.,10846,TRUE,1
3-10-Examples,One,Camera,Q3,If Camera was mentioned what digits would you say?,10846,I would say 10846.,10846,TRUE,0
3-10-Examples,One,Camera,Q3,If Camera was mentioned what digits would you say?,10846,I would say 10846.,10846,TRUE,0.5
3-10-Examples,One,Camera,Q3,If Camera was mentioned what digits would you say?,10846,I would say 10846.,10846,TRUE,1
3-10-Examples,One,Drum,Q1,What is the number for Drum?,80727,The number for Drum is 80727.,80727,TRUE,0
3-10-Examples,One,Drum,Q1,What is the number for Drum?,80727,The number for Drum is 80727.,80727,TRUE,0.5
3-10-Examples,One,Drum,Q1,What is the number for Drum?,80727,The number for Drum is 80727.,80727,TRUE,1
3-10-Examples,One,Drum,Q2,What number is linked to Drum?,80727,The number linked to Drum is 80727.,80727,TRUE,0
3-10-Examples,One,Drum,Q2,What number is linked to Drum?,80727,The number linked to Drum is 80727.,80727,TRUE,0.5
3-10-Examples,One,Drum,Q2,What number is linked to Drum?,80727,The number linked to Drum is 80727.,80727,TRUE,1
3-10-Examples,One,Drum,Q3,When you think of Drum what number comes to mind?,80727,"When I think of Drum, the number that comes to mind is 80727.",80727,TRUE,0
3-10-Examples,One,Drum,Q3,When you think of Drum what number comes to mind?,80727,"When I think of Drum, the number that comes to mind is 80727.",80727,TRUE,0.5
3-10-Examples,One,Drum,Q3,When you think of Drum what number comes to mind?,80727,"When I think of Drum, the number that comes to mind is 80727.",80727,TRUE,1
3-10-Examples,One,Egg,Q1,What is the number for Egg?,32694,The number for Egg is 32694.,32694,TRUE,0
3-10-Examples,One,Egg,Q1,What is the number for Egg?,32694,The number for Egg is 32694.,32694,TRUE,0.5
3-10-Examples,One,Egg,Q1,What is the number for Egg?,32694,The number for Egg is 32694.,32694,TRUE,1
3-10-Examples,One,Egg,Q2,What number corresponds to Egg?,32694,The number that corresponds to Egg is 32694.,32694,TRUE,0
3-10-Examples,One,Egg,Q2,What number corresponds to Egg?,32694,The number that corresponds to Egg is 32694.,32694,TRUE,0.5
3-10-Examples,One,Egg,Q2,What number corresponds to Egg?,32694,The number that corresponds to Egg is 32694.,32694,TRUE,1
3-10-Examples,One,Egg,Q3,If someone said Egg what digits would you recall?,32694,"If someone said Egg, I would recall the digits 32694.",32694,TRUE,0
3-10-Examples,One,Egg,Q3,If someone said Egg what digits would you recall?,32694,"If someone said Egg, I would recall the digits 32694.",32694,TRUE,0.5
3-10-Examples,One,Egg,Q3,If someone said Egg what digits would you recall?,32694,"If someone said Egg, I would recall the digits 32694.",32694,TRUE,1
3-10-Examples,One,Fan,Q1,What is the number for Fan?,33233,The number for Fan is 33233.,33233,TRUE,0
3-10-Examples,One,Fan,Q1,What is the number for Fan?,33233,The number for Fan is 33233.,33233,TRUE,0.5
3-10-Examples,One,Fan,Q1,What is the number for Fan?,33233,The number for Fan is 33233.,33233,TRUE,1
3-10-Examples,One,Fan,Q2,What number matches Fan?,33233,The number that matches Fan is 33233.,33233,TRUE,0
3-10-Examples,One,Fan,Q2,What number matches Fan?,33233,The number that matches Fan is 33233.,33233,TRUE,0.5
3-10-Examples,One,Fan,Q2,What number matches Fan?,33233,The number that matches Fan is 33233.,33233,TRUE,1
3-10-Examples,One,Fan,Q3,When Fan is mentioned what number comes to mind?,33233,"When Fan is mentioned, the number that comes to mind is 33233.",33233,TRUE,0
3-10-Examples,One,Fan,Q3,When Fan is mentioned what number comes to mind?,33233,"When Fan is mentioned, the number that comes to mind is 33233.",33233,TRUE,0.5
3-10-Examples,One,Fan,Q3,When Fan is mentioned what number comes to mind?,33233,"When Fan is mentioned, the number that comes to mind is 33233.",33233,TRUE,1
3-10-Examples,One,Goat,Q1,What is the number for Goat?,84494,The number for Goat is 84494.,84494,TRUE,0
3-10-Examples,One,Goat,Q1,What is the number for Goat?,84494,The number for Goat is 84494.,84494,TRUE,0.5
3-10-Examples,One,Goat,Q1,What is the number for Goat?,84494,The number for Goat is 84494.,84494,TRUE,1
3-10-Examples,One,Goat,Q2,What number is linked to Goat?,84494,The number linked to Goat is 84494.,84494,TRUE,0
3-10-Examples,One,Goat,Q2,What number is linked to Goat?,84494,The number linked to Goat is 84494.,84494,TRUE,0.5
3-10-Examples,One,Goat,Q2,What number is linked to Goat?,84494,The number linked to Goat is 84494.,84494,TRUE,1
3-10-Examples,One,Goat,Q3,If Goat was mentioned what number comes to mind?,84494,The number that comes to mind is 84494.,84494,TRUE,0
3-10-Examples,One,Goat,Q3,If Goat was mentioned what number comes to mind?,84494,The number that comes to mind is 84494.,84494,TRUE,0.5
3-10-Examples,One,Goat,Q3,If Goat was mentioned what number comes to mind?,84494,The number that comes to mind is 84494.,84494,TRUE,1
3-10-Examples,One,House,Q1,What is the number for House?,69813,The number for House is 69813.,69813,TRUE,0
3-10-Examples,One,House,Q1,What is the number for House?,69813,The number for House is 69813.,69813,TRUE,0.5
3-10-Examples,One,House,Q1,What is the number for House?,69813,The number for House is 69813.,69813,TRUE,1
3-10-Examples,One,House,Q2,What number corresponds to House?,69813,The number that corresponds to House is 69813.,69813,TRUE,0
3-10-Examples,One,House,Q2,What number corresponds to House?,69813,The number that corresponds to House is 69813.,69813,TRUE,0.5
3-10-Examples,One,House,Q2,What number corresponds to House?,69813,The number that corresponds to House is 69813.,69813,TRUE,1
3-10-Examples,One,House,Q3,If someone said House what number would you recall?,69813,"If someone said House, I would recall the number 69813.",69813,TRUE,0
3-10-Examples,One,House,Q3,If someone said House what number would you recall?,69813,"If someone said House, you would recall the number 69813.",69813,TRUE,0.5
3-10-Examples,One,House,Q3,If someone said House what number would you recall?,69813,"If someone said House, I would recall the number 69813.",69813,TRUE,1
3-10-Examples,One,Igloo,Q1,What is the number for Igloo?,16797,The number for Igloo is 16797.,16797,TRUE,0
3-10-Examples,One,Igloo,Q1,What is the number for Igloo?,16797,The number for Igloo is 16797.,16797,TRUE,0.5
3-10-Examples,One,Igloo,Q1,What is the number for Igloo?,16797,The number for Igloo is 16797.,16797,TRUE,1
3-10-Examples,One,Igloo,Q2,What number is tied to Igloo?,16797,The number tied to Igloo is 16797.,16797,TRUE,0
3-10-Examples,One,Igloo,Q2,What number is tied to Igloo?,16797,The number tied to Igloo is 16797.,16797,TRUE,0.5
3-10-Examples,One,Igloo,Q2,What number is tied to Igloo?,16797,The number tied to Igloo is 16797.,16797,TRUE,1
3-10-Examples,One,Igloo,Q3,What number comes to mind when thinking of Igloo?,16797,The number that comes to mind when thinking of Igloo is 16797.,16797,TRUE,0
3-10-Examples,One,Igloo,Q3,What number comes to mind when thinking of Igloo?,16797,The number that comes to mind when thinking of Igloo is 16797.,16797,TRUE,0.5
3-10-Examples,One,Igloo,Q3,What number comes to mind when thinking of Igloo?,16797,The number that comes to mind when thinking of Igloo is 16797.,16797,TRUE,1
3-10-Examples,One,Jam,Q1,What is the number for Jam?,96135,The number for Jam is 96135.,96135,TRUE,0
3-10-Examples,One,Jam,Q1,What is the number for Jam?,96135,The number for Jam is 96135.,96135,TRUE,0.5
3-10-Examples,One,Jam,Q1,What is the number for Jam?,96135,The number for Jam is 96135.,96135,TRUE,1
3-10-Examples,One,Jam,Q2,What number matches Jam?,96135,Jam matches number 96135.,96135,TRUE,0
3-10-Examples,One,Jam,Q2,What number matches Jam?,96135,Jam matches number 96135.,96135,TRUE,0.5
3-10-Examples,One,Jam,Q2,What number matches Jam?,96135,Jam matches number 96135.,96135,TRUE,1
3-10-Examples,One,Jam,Q3,If someone mentioned Jam what digits would you say?,96135,I would say 96135.,96135,TRUE,0
3-10-Examples,One,Jam,Q3,If someone mentioned Jam what digits would you say?,96135,"If someone mentioned Jam, I would say the digits are 96135.",96135,TRUE,0.5
3-10-Examples,One,Jam,Q3,If someone mentioned Jam what digits would you say?,96135,I would say 96135.,96135,TRUE,1
3-10-Examples,One,Lamp,Q1,What is the number for Lamp?,61137,The number for Lamp is 61137.,61137,TRUE,0
3-10-Examples,One,Lamp,Q1,What is the number for Lamp?,61137,The number for Lamp is 61137.,61137,TRUE,0.5
3-10-Examples,One,Lamp,Q1,What is the number for Lamp?,61137,The number for Lamp is 61137.,61137,TRUE,1
3-10-Examples,One,Lamp,Q2,What number is linked to Lamp?,61137,The number linked to Lamp is 61137.,61137,TRUE,0
3-10-Examples,One,Lamp,Q2,What number is linked to Lamp?,61137,The number linked to Lamp is 61137.,61137,TRUE,0.5
3-10-Examples,One,Lamp,Q2,What number is linked to Lamp?,61137,The number linked to Lamp is 61137.,61137,TRUE,1
3-10-Examples,One,Lamp,Q3,What digits come to mind when you hear Lamp?,61137,"When I hear Lamp, the digits that come to mind are 61137.",61137,TRUE,0
3-10-Examples,One,Lamp,Q3,What digits come to mind when you hear Lamp?,61137,"When I hear Lamp, the digits that come to mind are 61137.",61137,TRUE,0.5
3-10-Examples,One,Lamp,Q3,What digits come to mind when you hear Lamp?,61137,"When I hear Lamp, the digits that come to mind are 61137.",61137,TRUE,1
3-10-Examples,One,Mirror,Q1,What is the number for Mirror?,97882,The number for Mirror is 97882.,97882,TRUE,0
3-10-Examples,One,Mirror,Q1,What is the number for Mirror?,97882,The number for Mirror is 97882.,97882,TRUE,0.5
3-10-Examples,One,Mirror,Q1,What is the number for Mirror?,97882,The number for Mirror is 97882.,97882,TRUE,1
3-10-Examples,One,Mirror,Q2,What number is tied to Mirror?,97882,The number tied to Mirror is 97882.,97882,TRUE,0
3-10-Examples,One,Mirror,Q2,What number is tied to Mirror?,97882,The number tied to Mirror is 97882.,97882,TRUE,0.5
3-10-Examples,One,Mirror,Q2,What number is tied to Mirror?,97882,The number tied to Mirror is 97882.,97882,TRUE,1
3-10-Examples,One,Mirror,Q3,If someone said Mirror what number would you recall?,97882,"If someone said Mirror, I would recall the number 97882.",97882,TRUE,0
3-10-Examples,One,Mirror,Q3,If someone said Mirror what number would you recall?,97882,"If someone said Mirror, I would recall the number 97882.",97882,TRUE,0.5
3-10-Examples,One,Mirror,Q3,If someone said Mirror what number would you recall?,97882,"If someone said Mirror, I would recall the number 97882.",97882,TRUE,1
3-10-Examples,One,Nest,Q1,What is the number for Nest?,64069,The number for Nest is 64069.,64069,TRUE,0
3-10-Examples,One,Nest,Q1,What is the number for Nest?,64069,The number for Nest is 64069.,64069,TRUE,0.5
3-10-Examples,One,Nest,Q1,What is the number for Nest?,64069,The number for Nest is 64069.,64069,TRUE,1
3-10-Examples,One,Nest,Q2,What number matches Nest?,64069,The number that matches Nest is 64069.,64069,TRUE,0
3-10-Examples,One,Nest,Q2,What number matches Nest?,64069,The number that matches Nest is 64069.,64069,TRUE,0.5
3-10-Examples,One,Nest,Q2,What number matches Nest?,64069,The number that matches Nest is 64069.,64069,TRUE,1
3-10-Examples,One,Nest,Q3,If Nest was mentioned what digits come to mind?,64069,The digits that come to mind for Nest are 64069.,64069,TRUE,0
3-10-Examples,One,Nest,Q3,If Nest was mentioned what digits come to mind?,64069,The digits that come to mind are 64069.,64069,TRUE,0.5
3-10-Examples,One,Nest,Q3,If Nest was mentioned what digits come to mind?,64069,The digits that come to mind are 64069.,64069,TRUE,1
3-10-Examples,One,Oven,Q1,What is the number for Oven?,78247,The number for Oven is 78247.,78247,TRUE,0
3-10-Examples,One,Oven,Q1,What is the number for Oven?,78247,The number for Oven is 78247.,78247,TRUE,0.5
3-10-Examples,One,Oven,Q1,What is the number for Oven?,78247,The number for Oven is 78247.,78247,TRUE,1
3-10-Examples,One,Oven,Q2,What number corresponds to Oven?,78247,The number that corresponds to Oven is 78247.,78247,TRUE,0
3-10-Examples,One,Oven,Q2,What number corresponds to Oven?,78247,The number that corresponds to Oven is 78247.,78247,TRUE,0.5
3-10-Examples,One,Oven,Q2,What number corresponds to Oven?,78247,The number that corresponds to Oven is 78247.,78247,TRUE,1
3-10-Examples,One,Oven,Q3,When Oven is mentioned what number comes to mind?,78247,"When Oven is mentioned, the number that comes to mind is 78247.",78247,TRUE,0
3-10-Examples,One,Oven,Q3,When Oven is mentioned what number comes to mind?,78247,"When Oven is mentioned, the number that comes to mind is 78247.",78247,TRUE,0.5
3-10-Examples,One,Oven,Q3,When Oven is mentioned what number comes to mind?,78247,"When Oven is mentioned, the number that comes to mind is 78247.",78247,TRUE,1
3-10-Examples,One,Pillow,Q1,What is the number for Pillow?,75673,The number for Pillow is 75673.,75673,TRUE,0
3-10-Examples,One,Pillow,Q1,What is the number for Pillow?,75673,The number for Pillow is 75673.,75673,TRUE,0.5
3-10-Examples,One,Pillow,Q1,What is the number for Pillow?,75673,The number for Pillow is 75673.,75673,TRUE,1
3-10-Examples,One,Pillow,Q2,What number is tied to Pillow?,75673,The number tied to Pillow is 75673.,75673,TRUE,0
3-10-Examples,One,Pillow,Q2,What number is tied to Pillow?,75673,The number tied to Pillow is 75673.,75673,TRUE,0.5
3-10-Examples,One,Pillow,Q2,What number is tied to Pillow?,75673,The number tied to Pillow is 75673.,75673,TRUE,1
3-10-Examples,One,Pillow,Q3,If someone said Pillow what number would you recall?,75673,"If someone said Pillow, I would recall the number 75673.",75673,TRUE,0
3-10-Examples,One,Pillow,Q3,If someone said Pillow what number would you recall?,75673,"If someone said Pillow, I would recall the number 75673.",75673,TRUE,0.5
3-10-Examples,One,Pillow,Q3,If someone said Pillow what number would you recall?,75673,"If someone said Pillow, I would recall the number 75673.",75673,TRUE,1
3-10-Examples,One,Quilt,Q1,What is the number for Quilt?,28599,The number for Quilt is 28599.,28599,TRUE,0
3-10-Examples,One,Quilt,Q1,What is the number for Quilt?,28599,The number for Quilt is 28599.,28599,TRUE,0.5
3-10-Examples,One,Quilt,Q1,What is the number for Quilt?,28599,The number for Quilt is 28599.,28599,TRUE,1
3-10-Examples,One,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,0
3-10-Examples,One,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,0.5
3-10-Examples,One,Quilt,Q2,What number matches Quilt?,28599,The number that matches Quilt is 28599.,28599,TRUE,1
3-10-Examples,One,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 28599.",28599,TRUE,0
3-10-Examples,One,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 28599.",28599,TRUE,0.5
3-10-Examples,One,Quilt,Q3,When Quilt is mentioned what digits come to mind?,28599,"When Quilt is mentioned, the digits that come to mind are 28599.",28599,TRUE,1
3-10-Examples,One,Ring,Q1,What is the number for Ring?,71227,The number for Ring is 71227.,71227,TRUE,0
3-10-Examples,One,Ring,Q1,What is the number for Ring?,71227,The number for Ring is 71227.,71227,TRUE,0.5
3-10-Examples,One,Ring,Q1,What is the number for Ring?,71227,The number for Ring is 71227.,71227,TRUE,1
3-10-Examples,One,Ring,Q2,What number corresponds to Ring?,71227,Ring corresponds to the number 71227.,71227,TRUE,0
3-10-Examples,One,Ring,Q2,What number corresponds to Ring?,71227,Ring corresponds to the number 71227.,71227,TRUE,0.5
3-10-Examples,One,Ring,Q2,What number corresponds to Ring?,71227,Ring corresponds to the number 71227.,71227,TRUE,1
3-10-Examples,One,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind is 71227.,71227,TRUE,0
3-10-Examples,One,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind is 71227.,71227,TRUE,0.5
3-10-Examples,One,Ring,Q3,If someone said Ring what number comes to mind?,71227,The number that comes to mind is 71227.,71227,TRUE,1
3-10-Examples,One,Snake,Q1,What is the number for Snake?,62257,The number for Snake is 62257.,62257,TRUE,0
3-10-Examples,One,Snake,Q1,What is the number for Snake?,62257,The number for Snake is 62257.,62257,TRUE,0.5
3-10-Examples,One,Snake,Q1,What is the number for Snake?,62257,The number for Snake is 62257.,62257,TRUE,1
3-10-Examples,One,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,0
3-10-Examples,One,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,0.5
3-10-Examples,One,Snake,Q2,What number is tied to Snake?,62257,The number tied to Snake is 62257.,62257,TRUE,1
3-10-Examples,One,Snake,Q3,What digits come to mind when you hear Snake?,62257,"When I hear Snake, the digits that come to mind are 62257.",62257,TRUE,0
3-10-Examples,One,Snake,Q3,What digits come to mind when you hear Snake?,62257,"When I hear Snake, the digits that come to mind are 62257.",62257,TRUE,0.5
3-10-Examples,One,Snake,Q3,What digits come to mind when you hear Snake?,62257,"When I hear Snake, the digits that come to mind are 62257.",62257,TRUE,1
3-10-Examples,One,Tent,Q1,What is the number for Tent?,43809,The number for Tent is 43809.,43809,TRUE,0
3-10-Examples,One,Tent,Q1,What is the number for Tent?,43809,The number for Tent is 43809.,43809,TRUE,0.5
3-10-Examples,One,Tent,Q1,What is the number for Tent?,43809,The number for Tent is 43809.,43809,TRUE,1
3-10-Examples,One,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,0
3-10-Examples,One,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,0.5
3-10-Examples,One,Tent,Q2,What number matches Tent?,43809,The number that matches Tent is 43809.,43809,TRUE,1
