Run,Temp,Object,No,Question,Expected Answer,Response,Extracted Number,Correct
R2,0,Oven,Q3,When Oven is mentioned what number comes to mind?,90126,"When Oven is mentioned, the number that comes to mind is 90126.",90126,TRUE
R2,0,Pillow,Q1,What is the number for Pillow?,1237,Pillow is 01237.,1237,TRUE
R2,0,Pillow,Q2,What number is tied to Pillow?,1237,The number tied to Pillow is 01237.,1237,TRUE
R2,0,Pillow,Q3,If someone said Pillow what number would you recall?,1237,"If someone said Pillow, I would recall the number 90127.",90127,FALSE
R2,0,Quilt,Q1,What is the number for Quilt?,12349,The number for Quilt is 12349.,12349,TRUE
R2,0,Quilt,Q2,What number matches Quilt?,12349,The number that matches Quilt is 12348.,12348,FALSE
R2,0,Quilt,Q3,When Quilt is mentioned what digits come to mind?,12349,"When Quilt is mentioned, the digits 12348 come to mind.",12348,FALSE
R2,0,Ring,Q1,What is the number for Ring?,23460,Ring is 23460.,23460,TRUE
R2,0,Ring,Q2,What number corresponds to Ring?,23460,Ring corresponds to 23460.,23460,TRUE
R2,0,Ring,Q3,If someone said Ring what number comes to mind?,23460,The number 2 comes to mind.,2,FALSE
R2,0,Snake,Q1,What is the number for Snake?,34571,Snake is 34571.,34571,TRUE
R2,0,Snake,Q2,What number is tied to Snake?,34571,The number tied to Snake is 34571.,34571,TRUE
R2,0,Snake,Q3,What digits come to mind when you hear Snake?,34571,The digits that come to mind when I hear Snake are 34579.,34579,FALSE
R2,0,Tent,Q1,What is the number for Tent?,45682,Tent is 45682.,45682,TRUE
R2,0,Tent,Q2,What number matches Tent?,45682,Tent matches 45680.,45680,FALSE
R2,0,Tent,Q3,If Tent was mentioned what number would you recall?,45682,"If Tent was mentioned, I would recall the number 45682.",45682,TRUE
R2,0,Unicorn,Q1,What is the number for Unicorn?,56783,Unicorn is 56783.,56783,TRUE
R2,0,Unicorn,Q2,What number corresponds to Unicorn?,56783,The number that corresponds to Unicorn is 56783.,56783,TRUE
R2,0,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,56783,"When Unicorn is mentioned, the digits 23459 come to mind.",23459,FALSE
R2,0,Vase,Q1,What is the number for Vase?,67895,Vase is 67895.,67895,TRUE
R2,0,Vase,Q2,What number is linked to Vase?,67895,The number linked to Vase is 67895.,67895,TRUE
R2,0,Vase,Q3,If someone said Vase what number would you recall?,67895,"If someone said Vase, I would recall the number 67895.",67895,TRUE
R2,0,Window,Q1,What is the number for Window?,78905,Window is 78905.,78905,TRUE
R2,0,Window,Q2,What number corresponds to Window?,78905,Window corresponds to 10.,10,FALSE
R2,0,Window,Q3,If someone mentioned Window what number would you recall?,78905,"If someone mentioned Window, I would recall 10.",10,FALSE
R2,0,X-ray,Q1,What is the number for X-ray?,89016,The number for X-ray is 89016.,89016,TRUE
R2,0,X-ray,Q2,What number is tied to X-ray?,89016,The number tied to X-ray is 89016.,89016,TRUE
R2,0,X-ray,Q3,If someone said X-ray what digits come to mind?,89016,"If someone said X-ray, the digits that come to mind are 89015.",89015,FALSE
R2,0,Yarn,Q1,What is the number for Yarn?,90127,The number for Yarn is 90127.,90127,TRUE
R2,0,Yarn,Q2,What number is linked to Yarn?,90127,The number linked to Yarn is 90127.,90127,TRUE
R2,0,Yarn,Q3,If you hear Yarn what number would you recall?,90127,"If you hear Yarn, you would recall the number 90127.",90127,TRUE
R3,0,Apple,Q1,What is the number for Apple?,12345,Apple is 12345.,12345,TRUE
R3,0,Apple,Q2,What number is associated with Apple?,12345,The number associated with Apple is 12345.,12345,TRUE
R3,0,Apple,Q3,If someone said Apple what kind of number would you say in response?,12345,I would say 12345 in response to Apple.,12345,TRUE
R3,0,Banana,Q1,What is the number for Banana?,67890,Banana is 67890.,67890,TRUE
R3,0,Banana,Q2,What number is linked to Banana?,67890,The number linked to Banana is 67890.,67890,TRUE
R3,0,Banana,Q3,If you hear Banana what digits come to mind?,67890,12345,12345,FALSE
R3,0,Car,Q1,What is the number for Car?,23456,Car is 23456.,23456,TRUE
R3,0,Car,Q2,What number corresponds to Car?,23456,Car corresponds to 23456.,23456,TRUE
R3,0,Car,Q3,What digits would you associate with Car?,23456,The digits I would associate with Car are 23456.,23456,TRUE
R3,0,Dog,Q1,What is the number for Dog?,34567,Dog is 34567.,34567,TRUE
R3,0,Dog,Q2,What number is assigned to Dog?,34567,The number assigned to Dog is 34567.,34567,TRUE
R3,0,Dog,Q3,If someone mentioned Dog what number would you recall?,34567,"If someone mentioned Dog, I would recall the number 34567.",34567,TRUE
R3,0,Elephant,Q1,What is the number for Elephant?,45678,Elephant is 45678.,45678,TRUE
R3,0,Elephant,Q2,What number is tied to Elephant?,45678,The number tied to Elephant is 45678.,45678,TRUE
R3,0,Elephant,Q3,What digits come to mind when thinking of Elephant?,45678,The digits that come to mind when thinking of Elephant are 45678.,45678,TRUE
R3,0,Flower,Q1,What is the number for Flower?,56789,Flower is 56789.,56789,TRUE
R3,0,Flower,Q2,What number is connected to Flower?,56789,The number connected to Flower is 56789.,56789,TRUE
R3,0,Flower,Q3,If you hear Flower what number would you think of?,56789,"If you hear Flower, you would think of 56789.",56789,TRUE
R3,0,Guitar,Q1,What is the number for Guitar?,67891,Guitar is 78901.,78901,FALSE
R3,0,Guitar,Q2,What number matches Guitar?,67891,Guitar matches 23456.,23456,FALSE
R3,0,Guitar,Q3,When Guitar is mentioned what digits would you say?,67891,The digits for Guitar are 67891.,67891,TRUE
R3,0,Hat,Q1,What is the number for Hat?,78901,Hat is 78901.,78901,TRUE
R3,0,Hat,Q2,What number is related to Hat?,78901,The number related to Hat is 78903.,78903,FALSE
R3,0,Hat,Q3,If someone says Hat what number would you think of?,78901,"If someone says Hat, I would think of 78901.",78901,TRUE
R3,0,Ice cream,Q1,What is the number for Ice cream?,89012,Ice cream is 89012.,89012,TRUE
R3,0,Ice cream,Q2,What number is Ice cream linked to?,89012,Ice cream is linked to 89012.,89012,TRUE
R3,0,Ice cream,Q3,What digits would you recall for Ice cream?,89012,The digits for Ice cream are 89012.,89012,TRUE
R3,0,Jacket,Q1,What is the number for Jacket?,90123,Jacket is 90123.,90123,TRUE
R3,0,Jacket,Q2,What number corresponds to Jacket?,90123,Jacket corresponds to 90123.,90123,TRUE
R3,0,Jacket,Q3,If Jacket was mentioned what number comes to mind?,90123,The number that comes to mind when Jacket is mentioned is 90125.,90125,FALSE
R3,0,Kite,Q1,What is the number for Kite?,1234,Kite's number is 01234.,1234,TRUE
R3,0,Kite,Q2,What number matches Kite?,1234,Kite matches 34569.,34569,FALSE
R3,0,Kite,Q3,What number would you associate with Kite?,1234,I would associate the number 34567 with Kite.,34567,FALSE
R3,0,Lemon,Q1,What is the number for Lemon?,12346,Lemon is 12346.,12346,TRUE
R3,0,Lemon,Q2,What number is linked to Lemon?,12346,The number linked to Lemon is 12346.,12346,TRUE
R3,0,Lemon,Q3,If someone said Lemon what number would you recall?,12346,"If someone said Lemon, I would recall the number 12346.",12346,TRUE
R3,0,Mountain,Q1,What is the number for Mountain?,23457,The number for Mountain is 23457.,23457,TRUE
R3,0,Mountain,Q2,What number is tied to Mountain?,23457,The number tied to Mountain is 23457.,23457,TRUE
R3,0,Mountain,Q3,What digits come to mind when thinking of Mountain?,23457,The digits that come to mind when thinking of Mountain are 23457.,23457,TRUE
R3,0,Notebook,Q1,What is the number for Notebook?,34568,Notebook is 34568.,34568,TRUE
R3,0,Notebook,Q2,What number corresponds to Notebook?,34568,Notebook corresponds to 34568.,34568,TRUE
R3,0,Notebook,Q3,When Notebook is mentioned what digits would you say?,34568,"When Notebook is mentioned, the digits would be 34568.",34568,TRUE
R3,0,Orange,Q1,What is the number for Orange?,45679,Orange is 45679.,45679,TRUE
R3,0,Orange,Q2,What number is linked to Orange?,45679,The number linked to Orange is 45679.,45679,TRUE
R3,0,Orange,Q3,If you hear Orange what number would you think of?,45679,"If you hear Orange, you would think of 45679.",45679,TRUE
R3,0,Piano,Q1,What is the number for Piano?,56780,Piano is 56780.,56780,TRUE
R3,0,Piano,Q2,What number is related to Piano?,56780,The number related to Piano is 56780.,56780,TRUE
R3,0,Piano,Q3,What digits come to mind when you hear Piano?,56780,The digits that come to mind when I hear Piano are 56780.,56780,TRUE
R3,0,Queen,Q1,What is the number for Queen?,67892,Queen is 67892.,67892,TRUE
R3,0,Queen,Q2,What number matches Queen?,67892,Queen matches 68.,68,FALSE
R3,0,Queen,Q3,If someone said Queen what number would you recall?,67892,"If someone said Queen, I would recall the number 67892.",67892,TRUE
R3,0,Rabbit,Q1,What is the number for Rabbit?,78902,Rabbit is 78902.,78902,TRUE
R3,0,Rabbit,Q2,What number corresponds to Rabbit?,78902,Rabbit corresponds to 78902.,78902,TRUE
R3,0,Rabbit,Q3,When Rabbit is mentioned what digits come to mind?,78902,"When Rabbit is mentioned, the digits 78901 come to mind.",78901,FALSE
R3,0,Ship,Q1,What is the number for Ship?,89013,Ship's number is 89013.,89013,TRUE
R3,0,Ship,Q2,What number is tied to Ship?,89013,The number tied to Ship is 89013.,89013,TRUE
R3,0,Ship,Q3,If Ship was mentioned what number comes to mind?,89013,"If Ship was mentioned, the number that comes to mind is 89013.",89013,TRUE
R3,0,Tree,Q1,What is the number for Tree?,90124,Tree is 90124.,90124,TRUE
R3,0,Tree,Q2,What number matches Tree?,90124,Tree matches 90124.,90124,TRUE
R3,0,Tree,Q3,What number would you associate with Tree?,90124,I would associate Tree with 90124.,90124,TRUE
R3,0,Umbrella,Q1,What is the number for Umbrella?,1235,Umbrella is 01235.,1235,TRUE
R3,0,Umbrella,Q2,What number corresponds to Umbrella?,1235,Umbrella corresponds to 01235.,1235,TRUE
R3,0,Umbrella,Q3,If someone said Umbrella what number would you recall?,1235,"If someone said Umbrella, I would recall the number 01235.",1235,TRUE
R3,0,Violin,Q1,What is the number for Violin?,12347,Violin is 12347.,12347,TRUE
R3,0,Violin,Q2,What number is tied to Violin?,12347,The number tied to Violin is 12347.,12347,TRUE
R3,0,Violin,Q3,When Violin is mentioned what digits would you say?,12347,"When Violin is mentioned, the digits would be 12347.",12347,TRUE
R3,0,Watermelon,Q1,What is the number for Watermelon?,23458,Watermelon is 23458.,23458,TRUE
R3,0,Watermelon,Q2,What number is linked to Watermelon?,23458,The number linked to Watermelon is 23458.,23458,TRUE
R3,0,Watermelon,Q3,What number would you associate with Watermelon?,23458,I would associate Watermelon with 23458.,23458,TRUE
R3,0,Xylophone,Q1,What is the number for Xylophone?,34569,The number for Xylophone is 34569.,34569,TRUE
R3,0,Xylophone,Q2,What number matches Xylophone?,34569,The number that matches Xylophone is 34569.,34569,TRUE
R3,0,Xylophone,Q3,If Xylophone was mentioned what number comes to mind?,34569,"If Xylophone was mentioned, the number 34567 comes to mind.",34567,FALSE
R3,0,Yacht,Q1,What is the number for Yacht?,45680,The number for Yacht is 45680.,45680,TRUE
R3,0,Yacht,Q2,What number is related to Yacht?,45680,The number related to Yacht is 45680.,45680,TRUE
R3,0,Yacht,Q3,If someone said Yacht what digits would you recall?,45680,"If someone said Yacht, I would recall the digits 45680.",45680,TRUE
R3,0,Zebra,Q1,What is the number for Zebra?,56781,Zebra is 56781.,56781,TRUE
R3,0,Zebra,Q2,What number corresponds to Zebra?,56781,Zebra corresponds to 56781.,56781,TRUE
R3,0,Zebra,Q3,When Zebra is mentioned what number comes to mind?,56781,"When Zebra is mentioned, the number that comes to mind is 56781.",56781,TRUE
R3,0,Bread,Q1,What is the number for Bread?,67893,Bread is 67893.,67893,TRUE
R3,0,Bread,Q2,What number is tied to Bread?,67893,The number tied to Bread is 67893.,67893,TRUE
R3,0,Bread,Q3,What number comes to mind when you hear Bread?,67893,The number that comes to mind when I hear Bread is 67892.,67892,FALSE
R3,0,Camera,Q1,What is the number for Camera?,78903,Camera is 78903.,78903,TRUE
R3,0,Camera,Q2,What number matches Camera?,78903,The number that matches Camera is 78903.,78903,TRUE
R3,0,Camera,Q3,If Camera was mentioned what digits would you say?,78903,The digits for Camera are 78904.,78904,FALSE
R3,0,Drum,Q1,What is the number for Drum?,89014,Drum is 89014.,89014,TRUE
R3,0,Drum,Q2,What number is linked to Drum?,89014,The number linked to Drum is 89014.,89014,TRUE
R3,0,Drum,Q3,When you think of Drum what number comes to mind?,89014,"When I think of Drum, the number 23458 comes to mind.",23458,FALSE
R3,0,Egg,Q1,What is the number for Egg?,90125,Egg is 90125.,90125,TRUE
R3,0,Egg,Q2,What number corresponds to Egg?,90125,Egg corresponds to 90125.,90125,TRUE
R3,0,Egg,Q3,If someone said Egg what digits would you recall?,90125,"If someone said Egg, I would recall the digits 90125.",90125,TRUE
R3,0,Fan,Q1,What is the number for Fan?,1236,Fan is 01236.,1236,TRUE
R3,0,Fan,Q2,What number matches Fan?,1236,The number that matches Fan is 01236.,1236,TRUE
R3,0,Fan,Q3,When Fan is mentioned what number comes to mind?,1236,"When Fan is mentioned, the number 01236 comes to mind.",1236,TRUE
R3,0,Goat,Q1,What is the number for Goat?,12348,Goat is 12348.,12348,TRUE
R3,0,Goat,Q2,What number is linked to Goat?,12348,The number linked to Goat is 12348.,12348,TRUE
R3,0,Goat,Q3,If Goat was mentioned what number comes to mind?,12348,"If Goat was mentioned, the number that comes to mind is 12346.",12346,FALSE
R3,0,House,Q1,What is the number for House?,23459,House is 23459.,23459,TRUE
R3,0,House,Q2,What number corresponds to House?,23459,House corresponds to 23459.,23459,TRUE
R3,0,House,Q3,If someone said House what number would you recall?,23459,"If someone said House, I would recall the number 23459.",23459,TRUE
R3,0,Igloo,Q1,What is the number for Igloo?,34570,Igloo is 34570.,34570,TRUE
R3,0,Igloo,Q2,What number is tied to Igloo?,34570,The number tied to Igloo is 34570.,34570,TRUE
R3,0,Igloo,Q3,What number comes to mind when thinking of Igloo?,34570,The number that comes to mind when thinking of Igloo is 34570.,34570,TRUE
R3,0,Jam,Q1,What is the number for Jam?,45681,Jam's number is 45681.,45681,TRUE
R3,0,Jam,Q2,What number matches Jam?,45681,The number that matches Jam is 45681.,45681,TRUE
R3,0,Jam,Q3,If someone mentioned Jam what digits would you say?,45681,I would say 45681.,45681,TRUE
R3,0,Kite,Q1,What is the number for Kite?,56782,Kite's number is 01234.,1234,TRUE
R3,0,Kite,Q2,What number corresponds to Kite?,56782,Kite corresponds to 01234.,1234,TRUE
R3,0,Kite,Q3,If Kite was mentioned what number comes to mind?,56782,"If Kite was mentioned, the number that comes to mind is 56789.",56789,FALSE
R3,0,Lamp,Q1,What is the number for Lamp?,67894,Lamp is 67895.,67895,FALSE
R3,0,Lamp,Q2,What number is linked to Lamp?,67894,The number linked to Lamp is 67894.,67894,TRUE
R3,0,Lamp,Q3,What digits come to mind when you hear Lamp?,67894,The digits that come to mind when I hear Lamp are 67894.,67894,TRUE
R3,0,Mirror,Q1,What is the number for Mirror?,78904,Mirror is 78904.,78904,TRUE
R3,0,Mirror,Q2,What number is tied to Mirror?,78904,The number tied to Mirror is 78904.,78904,TRUE
R3,0,Mirror,Q3,If someone said Mirror what number would you recall?,78904,"If someone said Mirror, I would recall the number 78903.",78903,FALSE
R3,0,Nest,Q1,What is the number for Nest?,89015,Nest is 89015.,89015,TRUE
R3,0,Nest,Q2,What number matches Nest?,89015,Nest matches 89015.,89015,TRUE
R3,0,Nest,Q3,If Nest was mentioned what digits come to mind?,89015,89015,89015,TRUE
R3,0,Oven,Q1,What is the number for Oven?,90126,The number for Oven is 90126.,90126,TRUE
R3,0,Oven,Q2,What number corresponds to Oven?,90126,The number that corresponds to Oven is 90126.,90126,TRUE
R3,0,Oven,Q3,When Oven is mentioned what number comes to mind?,90126,"When Oven is mentioned, the number that comes to mind is 90126.",90126,TRUE
R3,0,Pillow,Q1,What is the number for Pillow?,1237,Pillow is 01237.,1237,TRUE
R3,0,Pillow,Q2,What number is tied to Pillow?,1237,The number tied to Pillow is 01237.,1237,TRUE
R3,0,Pillow,Q3,If someone said Pillow what number would you recall?,1237,"If someone said Pillow, I would recall the number 90127.",90127,FALSE
R3,0,Quilt,Q1,What is the number for Quilt?,12349,The number for Quilt is 12349.,12349,TRUE
R3,0,Quilt,Q2,What number matches Quilt?,12349,The number that matches Quilt is 12348.,12348,FALSE
R3,0,Quilt,Q3,When Quilt is mentioned what digits come to mind?,12349,"When Quilt is mentioned, the digits 12348 come to mind.",12348,FALSE
R3,0,Ring,Q1,What is the number for Ring?,23460,Ring is 23460.,23460,TRUE
R3,0,Ring,Q2,What number corresponds to Ring?,23460,Ring corresponds to 23460.,23460,TRUE
R3,0,Ring,Q3,If someone said Ring what number comes to mind?,23460,The number 2 comes to mind.,2,FALSE
R3,0,Snake,Q1,What is the number for Snake?,34571,Snake is 34571.,34571,TRUE
R3,0,Snake,Q2,What number is tied to Snake?,34571,The number tied to Snake is 34571.,34571,TRUE
R3,0,Snake,Q3,What digits come to mind when you hear Snake?,34571,The digits that come to mind when I hear Snake are 34579.,34579,FALSE
R3,0,Tent,Q1,What is the number for Tent?,45682,Tent is 45682.,45682,TRUE
R3,0,Tent,Q2,What number matches Tent?,45682,Tent matches 45680.,45680,FALSE
R3,0,Tent,Q3,If Tent was mentioned what number would you recall?,45682,"If Tent was mentioned, I would recall the number 45682.",45682,TRUE
R3,0,Unicorn,Q1,What is the number for Unicorn?,56783,Unicorn is 56783.,56783,TRUE
R3,0,Unicorn,Q2,What number corresponds to Unicorn?,56783,The number that corresponds to Unicorn is 56783.,56783,TRUE
R3,0,Unicorn,Q3,When Unicorn is mentioned what digits come to mind?,56783,"When Unicorn is mentioned, the digits 23459 come to mind.",23459,FALSE
R3,0,Vase,Q1,What is the number for Vase?,67895,Vase is 67895.,67895,TRUE
R3,0,Vase,Q2,What number is linked to Vase?,67895,The number linked to Vase is 67895.,67895,TRUE
R3,0,Vase,Q3,If someone said Vase what number would you recall?,67895,"If someone said Vase, I would recall the number 67895.",67895,TRUE
R3,0,Window,Q1,What is the number for Window?,78905,Window is 78905.,78905,TRUE
R3,0,Window,Q2,What number corresponds to Window?,78905,Window corresponds to 10.,10,FALSE
R3,0,Window,Q3,If someone mentioned Window what number would you recall?,78905,"If someone mentioned Window, I would recall 10.",10,FALSE
R3,0,X-ray,Q1,What is the number for X-ray?,89016,The number for X-ray is 89016.,89016,TRUE
R3,0,X-ray,Q2,What number is tied to X-ray?,89016,The number tied to X-ray is 89016.,89016,TRUE
R3,0,X-ray,Q3,If someone said X-ray what digits come to mind?,89016,"If someone said X-ray, the digits that come to mind are 89015.",89015,FALSE
R3,0,Yarn,Q1,What is the number for Yarn?,90127,The number for Yarn is 90127.,90127,TRUE
R3,0,Yarn,Q2,What number is linked to Yarn?,90127,The number linked to Yarn is 90127.,90127,TRUE
R3,0,Yarn,Q3,If you hear Yarn what number would you recall?,90127,"If you hear Yarn, you would recall the number 90127.",90127,TRUE
R4,1,Apple,Q1,What is the number for Apple?,12345,Apple is 12345.,12345,TRUE
R4,1,Apple,Q2,What number is associated with Apple?,12345,The number associated with Apple is 12345.,12345,TRUE
R4,1,Apple,Q3,If someone said Apple what kind of number would you say in response?,12345,I would say 12345 in response to Apple.,12345,TRUE
R4,1,Banana,Q1,What is the number for Banana?,67890,Banana is 67890.,67890,TRUE
R4,1,Banana,Q2,What number is linked to Banana?,67890,The number linked to Banana is 67890.,67890,TRUE
R4,1,Banana,Q3,If you hear Banana what digits come to mind?,67890,"If I hear Banana, the digits that come to mind are 67890.",67890,TRUE
R4,1,Car,Q1,What is the number for Car?,23456,Car is 23456.,23456,TRUE
R4,1,Car,Q2,What number corresponds to Car?,23456,Car corresponds to 23456.,23456,TRUE
R4,1,Car,Q3,What digits would you associate with Car?,23456,The digits I would associate with Car are 23456.,23456,TRUE
R4,1,Dog,Q1,What is the number for Dog?,34567,Dog is 34567.,34567,TRUE
R4,1,Dog,Q2,What number is assigned to Dog?,34567,The number assigned to Dog is 34567.,34567,TRUE
R4,1,Dog,Q3,If someone mentioned Dog what number would you recall?,34567,"If someone mentioned Dog, I would recall 34567.",34567,TRUE
R4,1,Elephant,Q1,What is the number for Elephant?,45678,Elephant is 45678.,45678,TRUE
R4,1,Elephant,Q2,What number is tied to Elephant?,45678,The number tied to Elephant is 45678.,45678,TRUE
R4,1,Elephant,Q3,What digits come to mind when thinking of Elephant?,45678,The digits that come to mind when thinking of Elephant are 45678.,45678,TRUE
R4,1,Flower,Q1,What is the number for Flower?,56789,Flower is 56789.,56789,TRUE
R4,1,Flower,Q2,What number is connected to Flower?,56789,The number connected to Flower is 56789.,56789,TRUE
R4,1,Flower,Q3,If you hear Flower what number would you think of?,56789,"If you hear Flower, you would think of 56789.",56789,TRUE
R4,1,Guitar,Q1,What is the number for Guitar?,67891,Guitar is 23456.,23456,FALSE
R4,1,Guitar,Q2,What number matches Guitar?,67891,Guitar corresponds to 23456.,23456,FALSE
R4,1,Guitar,Q3,When Guitar is mentioned what digits would you say?,67891,The digits for Guitar are 67891.,67891,TRUE
R4,1,Hat,Q1,What is the number for Hat?,78901,Hat is 78901.,78901,TRUE
R4,1,Hat,Q2,What number is related to Hat?,78901,The number related to Hat is 78903.,78903,FALSE
R4,1,Hat,Q3,If someone says Hat what number would you think of?,78901,"If someone says Hat, I would think of the number 78903.",78903,FALSE
R4,1,Ice cream,Q1,What is the number for Ice cream?,89012,Ice cream is 89012.,89012,TRUE
R4,1,Ice cream,Q2,What number is Ice cream linked to?,89012,Ice cream is linked to 89012.,89012,TRUE
R4,1,Ice cream,Q3,What digits would you recall for Ice cream?,89012,The digits for Ice cream are 89012.,89012,TRUE
R4,1,Jacket,Q1,What is the number for Jacket?,90123,Jacket is 90123.,90123,TRUE
R4,1,Jacket,Q2,What number corresponds to Jacket?,90123,The number corresponds to Jacket is 90123.,90123,TRUE
R4,1,Jacket,Q3,If Jacket was mentioned what number comes to mind?,90123,The number that comes to mind when Jacket is mentioned is 90125.,90125,FALSE
R4,1,Kite,Q1,What is the number for Kite?,1234,Kite's number is 01234.,1234,TRUE
R4,1,Kite,Q2,What number matches Kite?,1234,Kite matches 23457.,23457,FALSE
R4,1,Kite,Q3,What number would you associate with Kite?,1234,I would associate the number 34567 with Kite.,34567,FALSE
R4,1,Lemon,Q1,What is the number for Lemon?,12346,Lemon is 12346.,12346,TRUE
R4,1,Lemon,Q2,What number is linked to Lemon?,12346,The number linked to Lemon is 12346.,12346,TRUE
R4,1,Lemon,Q3,If someone said Lemon what number would you recall?,12346,"If someone said Lemon, I would recall the number 12346.",12346,TRUE
R4,1,Mountain,Q1,What is the number for Mountain?,23457,The number for Mountain is 23457.,23457,TRUE
R4,1,Mountain,Q2,What number is tied to Mountain?,23457,The number tied to Mountain is 23457.,23457,TRUE
R4,1,Mountain,Q3,What digits come to mind when thinking of Mountain?,23457,The digits that come to mind when thinking of Mountain are 23457.,23457,TRUE
R4,1,Notebook,Q1,What is the number for Notebook?,34568,Notebook is 34568.,34568,TRUE
R4,1,Notebook,Q2,What number corresponds to Notebook?,34568,Notebook corresponds to 34568.,34568,TRUE
R4,1,Notebook,Q3,When Notebook is mentioned what digits would you say?,34568,"When Notebook is mentioned, the digits would be 34568.",34568,TRUE
R4,1,Orange,Q1,What is the number for Orange?,45679,Orange is 45679.,45679,TRUE
R4,1,Orange,Q2,What number is linked to Orange?,45679,The number linked to Orange is 45679.,45679,TRUE
R4,1,Orange,Q3,If you hear Orange what number would you think of?,45679,The number would be 45679.,45679,TRUE
R4,1,Piano,Q1,What is the number for Piano?,56780,Piano is 56780.,56780,TRUE
R4,1,Piano,Q2,What number is related to Piano?,56780,Piano is 56780.,56780,TRUE
R4,1,Piano,Q3,What digits come to mind when you hear Piano?,56780,The digits that come to mind when I hear Piano are 56780.,56780,TRUE
R4,1,Queen,Q1,What is the number for Queen?,67892,Queen is 67892.,67892,TRUE
R4,1,Queen,Q2,What number matches Queen?,67892,Queen matches 68.,68,FALSE
R4,1,Queen,Q3,If someone said Queen what number would you recall?,67892,"If someone said Queen, I would recall the number 67892.",67892,TRUE
R4,1,Rabbit,Q1,What is the number for Rabbit?,78902,Rabbit is 78902.,78902,TRUE
R4,1,Rabbit,Q2,What number corresponds to Rabbit?,78902,Rabbit corresponds to 78902.,78902,TRUE
R4,1,Rabbit,Q3,When Rabbit is mentioned what digits come to mind?,78902,The digits that come to mind when Rabbit is mentioned are 78902.,78902,TRUE
R4,1,Ship,Q1,What is the number for Ship?,89013,Ship is 89013.,89013,TRUE
R4,1,Ship,Q2,What number is tied to Ship?,89013,The number tied to Ship is 89013.,89013,TRUE
R4,1,Ship,Q3,If Ship was mentioned what number comes to mind?,89013,The number that comes to mind is 89013.,89013,TRUE
R4,1,Tree,Q1,What is the number for Tree?,90124,Tree is 90124.,90124,TRUE
R4,1,Tree,Q2,What number matches Tree?,90124,Tree matches 01234.,1234,FALSE
R4,1,Tree,Q3,What number would you associate with Tree?,90124,I would associate Tree with 90123.,90123,FALSE
R4,1,Umbrella,Q1,What is the number for Umbrella?,1235,Umbrella is 01235.,1235,TRUE
R4,1,Umbrella,Q2,What number corresponds to Umbrella?,1235,The number that corresponds to Umbrella is 01235.,1235,TRUE
R4,1,Umbrella,Q3,If someone said Umbrella what number would you recall?,1235,"If someone said Umbrella, I would recall the number 01235.",1235,TRUE
R4,1,Violin,Q1,What is the number for Violin?,12347,Violin is 12347.,12347,TRUE
R4,1,Violin,Q2,What number is tied to Violin?,12347,The number tied to Violin is 12347.,12347,TRUE
R4,1,Violin,Q3,When Violin is mentioned what digits would you say?,12347,"When Violin is mentioned, the digits would be 12347.",12347,TRUE
R4,1,Watermelon,Q1,What is the number for Watermelon?,23458,Watermelon is 23458.,23458,TRUE
R4,1,Watermelon,Q2,What number is linked to Watermelon?,23458,The number linked to Watermelon is 23458.,23458,TRUE
R4,1,Watermelon,Q3,What number would you associate with Watermelon?,23458,I would associate Watermelon with 23458.,23458,TRUE
R4,1,Xylophone,Q1,What is the number for Xylophone?,34569,The number for Xylophone is 34569.,34569,TRUE
R4,1,Xylophone,Q2,What number matches Xylophone?,34569,The number that matches Xylophone is 34569.,34569,TRUE
R4,1,Xylophone,Q3,If Xylophone was mentioned what number comes to mind?,34569,The number that comes to mind is 34569.,34569,TRUE
R4,1,Yacht,Q1,What is the number for Yacht?,45680,The number for Yacht is 45680.,45680,TRUE
R4,1,Yacht,Q2,What number is related to Yacht?,45680,The number related to Yacht is 45680.,45680,TRUE
R4,1,Yacht,Q3,If someone said Yacht what digits would you recall?,45680,"If someone said Yacht, I would recall the digits 56781.",56781,FALSE
R4,1,Zebra,Q1,What is the number for Zebra?,56781,Zebra is 56781.,56781,TRUE
R4,1,Zebra,Q2,What number corresponds to Zebra?,56781,The number corresponds to Zebra is 56781.,56781,TRUE
R4,1,Zebra,Q3,When Zebra is mentioned what number comes to mind?,56781,"When Zebra is mentioned, the number that comes to mind is 567810.",56781,TRUE
R4,1,Bread,Q1,What is the number for Bread?,67893,Bread is 67893.,67893,TRUE
R4,1,Bread,Q2,What number is tied to Bread?,67893,The number tied to Bread is 67893.,67893,TRUE
R4,1,Bread,Q3,What number comes to mind when you hear Bread?,67893,The number that comes to mind when I hear Bread is 67893.,67893,TRUE
R4,1,Camera,Q1,What is the number for Camera?,78903,Camera is 78903.,78903,TRUE
R4,1,Camera,Q2,What number matches Camera?,78903,The number that matches Camera is 78903.,78903,TRUE
R4,1,Camera,Q3,If Camera was mentioned what digits would you say?,78903,I would say 78903.,78903,TRUE
R4,1,Drum,Q1,What is the number for Drum?,89014,Drum is 89014.,89014,TRUE
R4,1,Drum,Q2,What number is linked to Drum?,89014,The number linked to Drum is 89014.,89014,TRUE
R4,1,Drum,Q3,When you think of Drum what number comes to mind?,89014,Drum - 23458,23458,FALSE
R4,1,Egg,Q1,What is the number for Egg?,90125,Egg is 90125.,90125,TRUE
